timestamp_utc,timestamp_local,local_date,local_time,area_mean_vpd_kpa
1940-01-23 02:00:00+00:00,1940-01-23 12:00:00+10:00,1940-01-23,12:00,1.9369675
1940-01-23 06:00:00+00:00,1940-01-23 16:00:00+10:00,1940-01-23,16:00,1.8181362
1940-01-24 02:00:00+00:00,1940-01-24 12:00:00+10:00,1940-01-24,12:00,1.9685427
1940-01-24 06:00:00+00:00,1940-01-24 16:00:00+10:00,1940-01-24,16:00,2.4415495
1940-01-25 02:00:00+00:00,1940-01-25 12:00:00+10:00,1940-01-25,12:00,3.4171295
1940-01-25 06:00:00+00:00,1940-01-25 16:00:00+10:00,1940-01-25,16:00,3.2100418
1940-01-26 02:00:00+00:00,1940-01-26 12:00:00+10:00,1940-01-26,12:00,4.447933
1940-01-26 06:00:00+00:00,1940-01-26 16:00:00+10:00,1940-01-26,16:00,4.304812
1940-01-27 02:00:00+00:00,1940-01-27 12:00:00+10:00,1940-01-27,12:00,1.944292
1940-01-27 06:00:00+00:00,1940-01-27 16:00:00+10:00,1940-01-27,16:00,1.7083076
1940-01-28 02:00:00+00:00,1940-01-28 12:00:00+10:00,1940-01-28,12:00,4.1082277
1940-01-28 06:00:00+00:00,1940-01-28 16:00:00+10:00,1940-01-28,16:00,4.515467
1940-01-29 02:00:00+00:00,1940-01-29 12:00:00+10:00,1940-01-29,12:00,4.2456737
1940-01-29 06:00:00+00:00,1940-01-29 16:00:00+10:00,1940-01-29,16:00,3.1789703
1940-01-30 02:00:00+00:00,1940-01-30 12:00:00+10:00,1940-01-30,12:00,0.864227
1940-01-30 06:00:00+00:00,1940-01-30 16:00:00+10:00,1940-01-30,16:00,1.0837377
1940-01-31 02:00:00+00:00,1940-01-31 12:00:00+10:00,1940-01-31,12:00,0.31889907
1940-01-31 06:00:00+00:00,1940-01-31 16:00:00+10:00,1940-01-31,16:00,0.42534852
1940-02-01 02:00:00+00:00,1940-02-01 12:00:00+10:00,1940-02-01,12:00,1.0103778
1940-02-01 06:00:00+00:00,1940-02-01 16:00:00+10:00,1940-02-01,16:00,0.9889023
1940-02-02 02:00:00+00:00,1940-02-02 12:00:00+10:00,1940-02-02,12:00,3.0544035
1940-02-02 06:00:00+00:00,1940-02-02 16:00:00+10:00,1940-02-02,16:00,2.3656633
1940-02-03 02:00:00+00:00,1940-02-03 12:00:00+10:00,1940-02-03,12:00,0.9812183
1940-02-03 06:00:00+00:00,1940-02-03 16:00:00+10:00,1940-02-03,16:00,1.1856862
1940-02-04 02:00:00+00:00,1940-02-04 12:00:00+10:00,1940-02-04,12:00,2.0401075
1940-02-04 06:00:00+00:00,1940-02-04 16:00:00+10:00,1940-02-04,16:00,2.2495005
1940-02-05 02:00:00+00:00,1940-02-05 12:00:00+10:00,1940-02-05,12:00,3.1374443
1940-02-05 06:00:00+00:00,1940-02-05 16:00:00+10:00,1940-02-05,16:00,3.1012585
1940-02-06 02:00:00+00:00,1940-02-06 12:00:00+10:00,1940-02-06,12:00,0.83374786
1940-02-06 06:00:00+00:00,1940-02-06 16:00:00+10:00,1940-02-06,16:00,1.8560809
1940-02-07 02:00:00+00:00,1940-02-07 12:00:00+10:00,1940-02-07,12:00,0.8029738
1940-02-07 06:00:00+00:00,1940-02-07 16:00:00+10:00,1940-02-07,16:00,0.6112439
1940-02-08 02:00:00+00:00,1940-02-08 12:00:00+10:00,1940-02-08,12:00,0.61579174
1940-02-08 06:00:00+00:00,1940-02-08 16:00:00+10:00,1940-02-08,16:00,0.53942174
1940-02-09 02:00:00+00:00,1940-02-09 12:00:00+10:00,1940-02-09,12:00,0.85376364
1940-02-09 06:00:00+00:00,1940-02-09 16:00:00+10:00,1940-02-09,16:00,1.0545012
1940-02-10 02:00:00+00:00,1940-02-10 12:00:00+10:00,1940-02-10,12:00,0.39178476
1940-02-10 06:00:00+00:00,1940-02-10 16:00:00+10:00,1940-02-10,16:00,0.3847008
1940-02-11 02:00:00+00:00,1940-02-11 12:00:00+10:00,1940-02-11,12:00,2.5489042
1940-02-11 06:00:00+00:00,1940-02-11 16:00:00+10:00,1940-02-11,16:00,2.250387
1940-02-12 02:00:00+00:00,1940-02-12 12:00:00+10:00,1940-02-12,12:00,1.2736012
1940-02-12 06:00:00+00:00,1940-02-12 16:00:00+10:00,1940-02-12,16:00,1.1523414
1940-02-13 02:00:00+00:00,1940-02-13 12:00:00+10:00,1940-02-13,12:00,1.1825362
1940-02-13 06:00:00+00:00,1940-02-13 16:00:00+10:00,1940-02-13,16:00,1.2894758
1940-02-14 02:00:00+00:00,1940-02-14 12:00:00+10:00,1940-02-14,12:00,1.4732118
1940-02-14 06:00:00+00:00,1940-02-14 16:00:00+10:00,1940-02-14,16:00,1.6346811
1940-02-15 02:00:00+00:00,1940-02-15 12:00:00+10:00,1940-02-15,12:00,3.1944885
1940-02-15 06:00:00+00:00,1940-02-15 16:00:00+10:00,1940-02-15,16:00,3.2795694
1940-02-16 02:00:00+00:00,1940-02-16 12:00:00+10:00,1940-02-16,12:00,4.492601
1940-02-16 06:00:00+00:00,1940-02-16 16:00:00+10:00,1940-02-16,16:00,3.394659
1940-02-17 02:00:00+00:00,1940-02-17 12:00:00+10:00,1940-02-17,12:00,3.0351446
1940-02-17 06:00:00+00:00,1940-02-17 16:00:00+10:00,1940-02-17,16:00,2.5611382
1940-02-18 02:00:00+00:00,1940-02-18 12:00:00+10:00,1940-02-18,12:00,1.6070408
1940-02-18 06:00:00+00:00,1940-02-18 16:00:00+10:00,1940-02-18,16:00,1.0122465
1940-02-19 02:00:00+00:00,1940-02-19 12:00:00+10:00,1940-02-19,12:00,3.442752
1940-02-19 06:00:00+00:00,1940-02-19 16:00:00+10:00,1940-02-19,16:00,3.9343264
1940-02-20 02:00:00+00:00,1940-02-20 12:00:00+10:00,1940-02-20,12:00,2.8927114
1940-02-20 06:00:00+00:00,1940-02-20 16:00:00+10:00,1940-02-20,16:00,3.4273975
1940-02-21 02:00:00+00:00,1940-02-21 12:00:00+10:00,1940-02-21,12:00,0.585024
1940-02-21 06:00:00+00:00,1940-02-21 16:00:00+10:00,1940-02-21,16:00,0.4545399
1940-02-22 02:00:00+00:00,1940-02-22 12:00:00+10:00,1940-02-22,12:00,0.96497226
1940-02-22 06:00:00+00:00,1940-02-22 16:00:00+10:00,1940-02-22,16:00,1.1709986
1940-02-23 02:00:00+00:00,1940-02-23 12:00:00+10:00,1940-02-23,12:00,1.47305
1940-02-23 06:00:00+00:00,1940-02-23 16:00:00+10:00,1940-02-23,16:00,1.5797791
1940-02-24 02:00:00+00:00,1940-02-24 12:00:00+10:00,1940-02-24,12:00,1.5432464
1940-02-24 06:00:00+00:00,1940-02-24 16:00:00+10:00,1940-02-24,16:00,1.7667971
1940-02-25 02:00:00+00:00,1940-02-25 12:00:00+10:00,1940-02-25,12:00,2.2885802
1940-02-25 06:00:00+00:00,1940-02-25 16:00:00+10:00,1940-02-25,16:00,2.7580624
1940-02-26 02:00:00+00:00,1940-02-26 12:00:00+10:00,1940-02-26,12:00,1.4118456
1940-02-26 06:00:00+00:00,1940-02-26 16:00:00+10:00,1940-02-26,16:00,1.3603195
1940-02-27 02:00:00+00:00,1940-02-27 12:00:00+10:00,1940-02-27,12:00,3.3526838
1940-02-27 06:00:00+00:00,1940-02-27 16:00:00+10:00,1940-02-27,16:00,3.445508
1940-02-28 02:00:00+00:00,1940-02-28 12:00:00+10:00,1940-02-28,12:00,1.1423808
1940-02-28 06:00:00+00:00,1940-02-28 16:00:00+10:00,1940-02-28,16:00,1.0230243
1940-02-29 02:00:00+00:00,1940-02-29 12:00:00+10:00,1940-02-29,12:00,3.000187
1940-02-29 06:00:00+00:00,1940-02-29 16:00:00+10:00,1940-02-29,16:00,3.834821
1940-03-01 02:00:00+00:00,1940-03-01 12:00:00+10:00,1940-03-01,12:00,1.6699282
1940-03-01 06:00:00+00:00,1940-03-01 16:00:00+10:00,1940-03-01,16:00,2.6174943
1940-03-02 02:00:00+00:00,1940-03-02 12:00:00+10:00,1940-03-02,12:00,3.3228104
1940-03-02 06:00:00+00:00,1940-03-02 16:00:00+10:00,1940-03-02,16:00,1.8108121
1940-03-03 02:00:00+00:00,1940-03-03 12:00:00+10:00,1940-03-03,12:00,0.6706349
1940-03-03 06:00:00+00:00,1940-03-03 16:00:00+10:00,1940-03-03,16:00,0.72636396
1940-03-04 02:00:00+00:00,1940-03-04 12:00:00+10:00,1940-03-04,12:00,0.95521945
1940-03-04 06:00:00+00:00,1940-03-04 16:00:00+10:00,1940-03-04,16:00,0.7444935
1940-03-05 02:00:00+00:00,1940-03-05 12:00:00+10:00,1940-03-05,12:00,1.3346652
1940-03-05 06:00:00+00:00,1940-03-05 16:00:00+10:00,1940-03-05,16:00,1.3851318
1940-03-06 02:00:00+00:00,1940-03-06 12:00:00+10:00,1940-03-06,12:00,1.3949461
1940-03-06 06:00:00+00:00,1940-03-06 16:00:00+10:00,1940-03-06,16:00,1.0442542
1940-03-07 02:00:00+00:00,1940-03-07 12:00:00+10:00,1940-03-07,12:00,1.1973315
1940-03-07 06:00:00+00:00,1940-03-07 16:00:00+10:00,1940-03-07,16:00,1.1540737
1940-03-08 02:00:00+00:00,1940-03-08 12:00:00+10:00,1940-03-08,12:00,1.8947185
1940-03-08 06:00:00+00:00,1940-03-08 16:00:00+10:00,1940-03-08,16:00,1.7237062
1940-03-09 02:00:00+00:00,1940-03-09 12:00:00+10:00,1940-03-09,12:00,2.12737
1940-03-09 06:00:00+00:00,1940-03-09 16:00:00+10:00,1940-03-09,16:00,1.9101791
1940-03-10 02:00:00+00:00,1940-03-10 12:00:00+10:00,1940-03-10,12:00,0.7211463
1940-03-10 06:00:00+00:00,1940-03-10 16:00:00+10:00,1940-03-10,16:00,0.70966196
1940-03-11 02:00:00+00:00,1940-03-11 12:00:00+10:00,1940-03-11,12:00,0.5918676
1940-03-11 06:00:00+00:00,1940-03-11 16:00:00+10:00,1940-03-11,16:00,0.53797245
1940-03-12 02:00:00+00:00,1940-03-12 12:00:00+10:00,1940-03-12,12:00,0.60107714
1940-03-12 06:00:00+00:00,1940-03-12 16:00:00+10:00,1940-03-12,16:00,0.67065984
1940-03-13 02:00:00+00:00,1940-03-13 12:00:00+10:00,1940-03-13,12:00,1.3546036
1940-03-13 06:00:00+00:00,1940-03-13 16:00:00+10:00,1940-03-13,16:00,1.322616
1940-03-14 02:00:00+00:00,1940-03-14 12:00:00+10:00,1940-03-14,12:00,2.016436
1940-03-14 06:00:00+00:00,1940-03-14 16:00:00+10:00,1940-03-14,16:00,2.353844
1940-03-15 02:00:00+00:00,1940-03-15 12:00:00+10:00,1940-03-15,12:00,1.1179032
1940-03-15 06:00:00+00:00,1940-03-15 16:00:00+10:00,1940-03-15,16:00,1.1374459
1940-03-16 02:00:00+00:00,1940-03-16 12:00:00+10:00,1940-03-16,12:00,1.1645287
1940-03-16 06:00:00+00:00,1940-03-16 16:00:00+10:00,1940-03-16,16:00,1.0220646
1940-03-17 02:00:00+00:00,1940-03-17 12:00:00+10:00,1940-03-17,12:00,0.26850024
1940-03-17 06:00:00+00:00,1940-03-17 16:00:00+10:00,1940-03-17,16:00,0.33824876
1940-03-18 02:00:00+00:00,1940-03-18 12:00:00+10:00,1940-03-18,12:00,1.2828559
1940-03-18 06:00:00+00:00,1940-03-18 16:00:00+10:00,1940-03-18,16:00,1.2347527
1940-03-19 02:00:00+00:00,1940-03-19 12:00:00+10:00,1940-03-19,12:00,1.991137
1940-03-19 06:00:00+00:00,1940-03-19 16:00:00+10:00,1940-03-19,16:00,2.1651719
1940-03-20 02:00:00+00:00,1940-03-20 12:00:00+10:00,1940-03-20,12:00,2.4999688
1940-03-20 06:00:00+00:00,1940-03-20 16:00:00+10:00,1940-03-20,16:00,1.7412586
1940-03-21 02:00:00+00:00,1940-03-21 12:00:00+10:00,1940-03-21,12:00,1.4819193
1940-03-21 06:00:00+00:00,1940-03-21 16:00:00+10:00,1940-03-21,16:00,1.497459
1940-03-22 02:00:00+00:00,1940-03-22 12:00:00+10:00,1940-03-22,12:00,1.1640145
1940-03-22 06:00:00+00:00,1940-03-22 16:00:00+10:00,1940-03-22,16:00,1.2659677
1940-03-23 02:00:00+00:00,1940-03-23 12:00:00+10:00,1940-03-23,12:00,1.4371425
1940-03-23 06:00:00+00:00,1940-03-23 16:00:00+10:00,1940-03-23,16:00,1.5595474
1940-03-24 02:00:00+00:00,1940-03-24 12:00:00+10:00,1940-03-24,12:00,2.0556037
1940-03-24 06:00:00+00:00,1940-03-24 16:00:00+10:00,1940-03-24,16:00,2.116079
1940-03-25 02:00:00+00:00,1940-03-25 12:00:00+10:00,1940-03-25,12:00,1.9685704
1940-03-25 06:00:00+00:00,1940-03-25 16:00:00+10:00,1940-03-25,16:00,2.029072
1940-03-26 02:00:00+00:00,1940-03-26 12:00:00+10:00,1940-03-26,12:00,1.584622
1940-03-26 06:00:00+00:00,1940-03-26 16:00:00+10:00,1940-03-26,16:00,2.0441816
1940-03-27 02:00:00+00:00,1940-03-27 12:00:00+10:00,1940-03-27,12:00,2.6316798
1940-03-27 06:00:00+00:00,1940-03-27 16:00:00+10:00,1940-03-27,16:00,2.962043
1940-03-28 02:00:00+00:00,1940-03-28 12:00:00+10:00,1940-03-28,12:00,3.1482446
1940-03-28 06:00:00+00:00,1940-03-28 16:00:00+10:00,1940-03-28,16:00,1.9733062
1940-03-29 02:00:00+00:00,1940-03-29 12:00:00+10:00,1940-03-29,12:00,1.7694741
1940-03-29 06:00:00+00:00,1940-03-29 16:00:00+10:00,1940-03-29,16:00,2.0782874
1940-03-30 02:00:00+00:00,1940-03-30 12:00:00+10:00,1940-03-30,12:00,3.6054904
1940-03-30 06:00:00+00:00,1940-03-30 16:00:00+10:00,1940-03-30,16:00,3.7625349
1940-03-31 02:00:00+00:00,1940-03-31 12:00:00+10:00,1940-03-31,12:00,3.78364
1940-03-31 06:00:00+00:00,1940-03-31 16:00:00+10:00,1940-03-31,16:00,3.6384828
1940-04-01 02:00:00+00:00,1940-04-01 12:00:00+10:00,1940-04-01,12:00,2.0404723
1940-04-01 06:00:00+00:00,1940-04-01 16:00:00+10:00,1940-04-01,16:00,2.3272228
1940-04-02 02:00:00+00:00,1940-04-02 12:00:00+10:00,1940-04-02,12:00,1.3845409
1940-04-02 06:00:00+00:00,1940-04-02 16:00:00+10:00,1940-04-02,16:00,2.05588
1940-04-03 02:00:00+00:00,1940-04-03 12:00:00+10:00,1940-04-03,12:00,1.0427753
1940-04-03 06:00:00+00:00,1940-04-03 16:00:00+10:00,1940-04-03,16:00,1.1537784
1940-04-04 02:00:00+00:00,1940-04-04 12:00:00+10:00,1940-04-04,12:00,1.6820011
1940-04-04 06:00:00+00:00,1940-04-04 16:00:00+10:00,1940-04-04,16:00,2.1707828
1940-04-05 02:00:00+00:00,1940-04-05 12:00:00+10:00,1940-04-05,12:00,0.9138716
1940-04-05 06:00:00+00:00,1940-04-05 16:00:00+10:00,1940-04-05,16:00,0.6047938
1940-04-06 02:00:00+00:00,1940-04-06 12:00:00+10:00,1940-04-06,12:00,2.1948888
1940-04-06 06:00:00+00:00,1940-04-06 16:00:00+10:00,1940-04-06,16:00,2.5520835
1940-04-07 02:00:00+00:00,1940-04-07 12:00:00+10:00,1940-04-07,12:00,2.9552984
1940-04-07 06:00:00+00:00,1940-04-07 16:00:00+10:00,1940-04-07,16:00,2.6844852
1940-04-08 02:00:00+00:00,1940-04-08 12:00:00+10:00,1940-04-08,12:00,3.2795813
1940-04-08 06:00:00+00:00,1940-04-08 16:00:00+10:00,1940-04-08,16:00,3.2977476
1940-04-09 02:00:00+00:00,1940-04-09 12:00:00+10:00,1940-04-09,12:00,2.1862848
1940-04-09 06:00:00+00:00,1940-04-09 16:00:00+10:00,1940-04-09,16:00,2.3783708
1940-04-10 02:00:00+00:00,1940-04-10 12:00:00+10:00,1940-04-10,12:00,1.1390222
1940-04-10 06:00:00+00:00,1940-04-10 16:00:00+10:00,1940-04-10,16:00,1.6926556
1940-04-11 02:00:00+00:00,1940-04-11 12:00:00+10:00,1940-04-11,12:00,2.4922874
1940-04-11 06:00:00+00:00,1940-04-11 16:00:00+10:00,1940-04-11,16:00,2.4960291
1940-04-12 02:00:00+00:00,1940-04-12 12:00:00+10:00,1940-04-12,12:00,3.086714
1940-04-12 06:00:00+00:00,1940-04-12 16:00:00+10:00,1940-04-12,16:00,3.1552722
1940-04-13 02:00:00+00:00,1940-04-13 12:00:00+10:00,1940-04-13,12:00,0.5396281
1940-04-13 06:00:00+00:00,1940-04-13 16:00:00+10:00,1940-04-13,16:00,0.595028
1940-04-14 02:00:00+00:00,1940-04-14 12:00:00+10:00,1940-04-14,12:00,1.0808963
1940-04-14 06:00:00+00:00,1940-04-14 16:00:00+10:00,1940-04-14,16:00,0.9343486
1940-04-15 02:00:00+00:00,1940-04-15 12:00:00+10:00,1940-04-15,12:00,1.1666673
1940-04-15 06:00:00+00:00,1940-04-15 16:00:00+10:00,1940-04-15,16:00,1.3377241
1940-04-16 02:00:00+00:00,1940-04-16 12:00:00+10:00,1940-04-16,12:00,2.1853788
1940-04-16 06:00:00+00:00,1940-04-16 16:00:00+10:00,1940-04-16,16:00,2.1329105
1940-04-17 02:00:00+00:00,1940-04-17 12:00:00+10:00,1940-04-17,12:00,0.7249853
1940-04-17 06:00:00+00:00,1940-04-17 16:00:00+10:00,1940-04-17,16:00,0.7629657
1940-04-18 02:00:00+00:00,1940-04-18 12:00:00+10:00,1940-04-18,12:00,0.75101656
1940-04-18 06:00:00+00:00,1940-04-18 16:00:00+10:00,1940-04-18,16:00,0.7175944
1940-04-19 02:00:00+00:00,1940-04-19 12:00:00+10:00,1940-04-19,12:00,0.92041034
1940-04-19 06:00:00+00:00,1940-04-19 16:00:00+10:00,1940-04-19,16:00,0.9542892
1940-04-20 02:00:00+00:00,1940-04-20 12:00:00+10:00,1940-04-20,12:00,0.8633844
1940-04-20 06:00:00+00:00,1940-04-20 16:00:00+10:00,1940-04-20,16:00,0.9077802
1940-04-21 02:00:00+00:00,1940-04-21 12:00:00+10:00,1940-04-21,12:00,1.8441073
1940-04-21 06:00:00+00:00,1940-04-21 16:00:00+10:00,1940-04-21,16:00,1.9760395
1940-04-22 02:00:00+00:00,1940-04-22 12:00:00+10:00,1940-04-22,12:00,1.9502001
1940-04-22 06:00:00+00:00,1940-04-22 16:00:00+10:00,1940-04-22,16:00,2.0011876
1940-04-23 02:00:00+00:00,1940-04-23 12:00:00+10:00,1940-04-23,12:00,1.949808
1940-04-23 06:00:00+00:00,1940-04-23 16:00:00+10:00,1940-04-23,16:00,1.858203
1940-04-24 02:00:00+00:00,1940-04-24 12:00:00+10:00,1940-04-24,12:00,1.9166255
1940-04-24 06:00:00+00:00,1940-04-24 16:00:00+10:00,1940-04-24,16:00,1.8775665
1940-04-25 02:00:00+00:00,1940-04-25 12:00:00+10:00,1940-04-25,12:00,2.3249927
1940-04-25 06:00:00+00:00,1940-04-25 16:00:00+10:00,1940-04-25,16:00,2.0320911
1940-04-26 02:00:00+00:00,1940-04-26 12:00:00+10:00,1940-04-26,12:00,1.3649961
1940-04-26 06:00:00+00:00,1940-04-26 16:00:00+10:00,1940-04-26,16:00,0.9606881
1940-04-27 02:00:00+00:00,1940-04-27 12:00:00+10:00,1940-04-27,12:00,0.5091378
1940-04-27 06:00:00+00:00,1940-04-27 16:00:00+10:00,1940-04-27,16:00,0.28909722
1940-04-28 02:00:00+00:00,1940-04-28 12:00:00+10:00,1940-04-28,12:00,0.44118023
1940-04-28 06:00:00+00:00,1940-04-28 16:00:00+10:00,1940-04-28,16:00,0.47862712
1940-04-29 02:00:00+00:00,1940-04-29 12:00:00+10:00,1940-04-29,12:00,0.24361734
1940-04-29 06:00:00+00:00,1940-04-29 16:00:00+10:00,1940-04-29,16:00,0.30845144
1940-04-30 02:00:00+00:00,1940-04-30 12:00:00+10:00,1940-04-30,12:00,0.8245352
1940-04-30 06:00:00+00:00,1940-04-30 16:00:00+10:00,1940-04-30,16:00,0.9988642
1940-05-01 02:00:00+00:00,1940-05-01 12:00:00+10:00,1940-05-01,12:00,0.2366006
1940-05-01 06:00:00+00:00,1940-05-01 16:00:00+10:00,1940-05-01,16:00,0.14200167
1940-05-02 02:00:00+00:00,1940-05-02 12:00:00+10:00,1940-05-02,12:00,0.73135734
1940-05-02 06:00:00+00:00,1940-05-02 16:00:00+10:00,1940-05-02,16:00,0.43424818
1940-05-03 02:00:00+00:00,1940-05-03 12:00:00+10:00,1940-05-03,12:00,0.460454
1940-05-03 06:00:00+00:00,1940-05-03 16:00:00+10:00,1940-05-03,16:00,0.27962995
1940-05-04 02:00:00+00:00,1940-05-04 12:00:00+10:00,1940-05-04,12:00,0.65373594
1940-05-04 06:00:00+00:00,1940-05-04 16:00:00+10:00,1940-05-04,16:00,0.5835987
1940-05-05 02:00:00+00:00,1940-05-05 12:00:00+10:00,1940-05-05,12:00,0.64401513
1940-05-05 06:00:00+00:00,1940-05-05 16:00:00+10:00,1940-05-05,16:00,0.45946538
1940-05-06 02:00:00+00:00,1940-05-06 12:00:00+10:00,1940-05-06,12:00,0.56474876
1940-05-06 06:00:00+00:00,1940-05-06 16:00:00+10:00,1940-05-06,16:00,0.5873589
1940-05-07 02:00:00+00:00,1940-05-07 12:00:00+10:00,1940-05-07,12:00,0.6381685
1940-05-07 06:00:00+00:00,1940-05-07 16:00:00+10:00,1940-05-07,16:00,0.6844468
1940-05-08 02:00:00+00:00,1940-05-08 12:00:00+10:00,1940-05-08,12:00,0.69018954
1940-05-08 06:00:00+00:00,1940-05-08 16:00:00+10:00,1940-05-08,16:00,0.7608474
1940-05-09 02:00:00+00:00,1940-05-09 12:00:00+10:00,1940-05-09,12:00,0.20299383
1940-05-09 06:00:00+00:00,1940-05-09 16:00:00+10:00,1940-05-09,16:00,0.1786617
1940-05-10 02:00:00+00:00,1940-05-10 12:00:00+10:00,1940-05-10,12:00,0.47943398
1940-05-10 06:00:00+00:00,1940-05-10 16:00:00+10:00,1940-05-10,16:00,0.64443135
1940-05-11 02:00:00+00:00,1940-05-11 12:00:00+10:00,1940-05-11,12:00,0.5137135
1940-05-11 06:00:00+00:00,1940-05-11 16:00:00+10:00,1940-05-11,16:00,0.6941946
1940-05-12 02:00:00+00:00,1940-05-12 12:00:00+10:00,1940-05-12,12:00,0.69479614
1940-05-12 06:00:00+00:00,1940-05-12 16:00:00+10:00,1940-05-12,16:00,0.5623842
1940-05-13 02:00:00+00:00,1940-05-13 12:00:00+10:00,1940-05-13,12:00,0.51924235
1940-05-13 06:00:00+00:00,1940-05-13 16:00:00+10:00,1940-05-13,16:00,0.29802966
1940-05-14 02:00:00+00:00,1940-05-14 12:00:00+10:00,1940-05-14,12:00,0.12791848
1940-05-14 06:00:00+00:00,1940-05-14 16:00:00+10:00,1940-05-14,16:00,0.054117758
1940-05-15 02:00:00+00:00,1940-05-15 12:00:00+10:00,1940-05-15,12:00,0.30968022
1940-05-15 06:00:00+00:00,1940-05-15 16:00:00+10:00,1940-05-15,16:00,0.34803012
1940-05-16 02:00:00+00:00,1940-05-16 12:00:00+10:00,1940-05-16,12:00,0.79994583
