relative_path,size_bytes,sha256,category,thesis_linkage,status,notes
05_Raman_Spectroscopy/S6_07_All_Raman_Data.xlsx,3706643,9ab0962c28466e5b80be05e28f27559682c29ee6a75060f21d55ba0d326140f8,Raman spectroscopy,Chapters 4-6; S6,Final release file,
05_Raman_Spectroscopy/S6_07_Formula_Map.csv,2264,8faea0a966db9cc046f66f08f6ce9927ba4593d5533b06fb744a02d897f47a53,Raman spectroscopy,Chapters 4-6; S6,Final release file,
05_Raman_Spectroscopy/S6_08_Peak_Fits_Calibration.xlsx,1199845,201eeb9c06b9dd9bccff6dc49198bbd660538b96bf1272097fdb8ccf99722fb3,Raman spectroscopy,Chapters 4-6; S6,Final release file,
05_Raman_Spectroscopy/S6_09_Swamp_Peak_Fits.xlsx,362874,d9ccab9a09bd0149569f56673aa584650e97851fa1b37fa9402783ca772eadef,Raman spectroscopy,Chapters 4-6; S6,Final release file,
05_Raman_Spectroscopy/S6_10_Reconstruct_MATLAB_Live_Script.mlx,532212,54f1d5bf7ef3ea8d6270bb197efd96b47d55cd1b4b780e9221d174db56c6e072,Raman spectroscopy,Chapters 4-6; S6,Selected analysis script,May require original MATLAB toolboxes and environment.
05_Raman_Spectroscopy/S6_11_Gaussian_Peak_Fitting_Original.py,6938,1b2661b25f6b2b0fbc162ba45bae892d1371378a6a54732d6387b8e40539054e,Raman spectroscopy,Chapters 4-6; S6,Final release file,
05_Raman_Spectroscopy/S6_12_Baseline_Correction_Cleaned_For_Appendix.py,2011,ad1680cabda35bfef7eb41a38b4a239037e5f796abeec841c9ab337a9a468f6f,Raman spectroscopy,Chapters 4-6; S6,Selected helper script,Valid Python syntax but requires the original local spectrum class.
05_Raman_Spectroscopy/S6_File_Manifest.csv,2252,67456077fb97340913020a87d577b8e3684a337d9cf4d1baadc5d74139e90b30,Raman spectroscopy,Chapters 4-6; S6,Final release file,
06_Climate_Attribution/00_Index/00_Climate_Data_Index.csv,3024,3b3ff0dcb43d94ad27522a23dde9a8b33902aaa220dd05ee6182944eb40d58fe,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/00_Index/00_Climate_Data_Index.xlsx,29127,222f369354aa00f7dbfbe2a3f117fc29da3e23e3a0ac40189067bd587700e057,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/01_Rainfall_Dryness/01_Annual_Rainfall_Derived_Dryness_1900_2022.csv,2888,bdb56bebf8324c7db52e078dcc772156d1de7ab0dcff0d7c3a67a2a1f1b36e36,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/01_Rainfall_Dryness/README.md,131,c5dadbb41ef30f12139d26396dde6a333667dd31571203efce61ae0c68c828c0,Climate attribution and population,"Chapters 4, 6-7; S7",Repository documentation,
06_Climate_Attribution/02_Vapour_Pressure_Deficit/01_Katoomba_Area_Observation_Level_VPD_1940_2022.csv,4803153,acd72bdcc5591221e47c8c6a15374e9f20067898474d9ae39f53cd7fa85f2a1d,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/02_Vapour_Pressure_Deficit/02_Katoomba_Gridpoint_Daily_Maximum_VPD_1940_2022.csv,3137242,332ae4bd16fbb705e2ac7ad303d8b42d46ada089b580bfc10f43f982c6c8611e,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/02_Vapour_Pressure_Deficit/03_Katoomba_Area_Daily_Maximum_VPD_Smoothed_1940_2022.csv,3244073,d936f362dbe8c140a74bb2cf0c94c0e75fcecace7e3b21638f065c3bdd06de9e,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/02_Vapour_Pressure_Deficit/04_Annual_VPD_Summary_1940_2022.csv,8725,fc8f8eb9c934dd4135bdb73bf2b7a10e179ff9a82d77d67d3ce5d4eff003d972,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/02_Vapour_Pressure_Deficit/README.md,688,aab195bcea13f4484e06e46c8406a68dd754c1f1f1d7f25fe04e170bbbd05d1a,Climate attribution and population,"Chapters 4, 6-7; S7",Repository documentation,
06_Climate_Attribution/03_FFDI/01_Annual_FFDI_Blue_Mountains_1900_2022.csv,962,408ed00e75eec96db3774039adbc2b0cfdc70cbbb60f331de0e4bad2a6fbe43b,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/03_FFDI/README.md,109,195905a60bb16dda054c9d2e32e4318c47b99083b79eef7f8d30593c9ca54415,Climate attribution and population,"Chapters 4, 6-7; S7",Repository documentation,
06_Climate_Attribution/04_Climate_Modes/01_Nino34_Monthly_SST_Anomaly_1870_2025.csv,44435,f935ea82cc59803c16c551b62fcfe3fff89cb21962ec19cc97b24240a205d3bf,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/04_Climate_Modes/01a_Nino34_Annual_Mean_1870_2025.csv,3893,6507bb1e2a103935a8572a25f68e55657c03662fde490460db3210ee414235e3,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/04_Climate_Modes/02_Southern_Oscillation_Index_Monthly_1866_2025.csv,45432,115de70bd7afaf7dd13b1eae7f73c864718f59c6b389a45b873c1ffe3c1b0fb4,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/04_Climate_Modes/02a_Southern_Oscillation_Index_Annual_Mean_1866_2025.csv,4103,3537cb043084ad814c1bad7d705961a107ea9c38b8ca514f0e136b9210edc2d2,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/04_Climate_Modes/03_DMI_Labelled_Monthly_Index_1950_2026.csv,21262,923bb2cbcf79fd011e7f510592451f9cb4685bb1e84ad80a3f6299734f4b8cdb,Climate attribution and population,"Chapters 4, 6-7; S7",Final values as analysed; provenance limitation,Original provider metadata could not be independently verified; numerical values unchanged.
06_Climate_Attribution/04_Climate_Modes/03a_DMI_Labelled_Annual_Mean_Index_1950_2026.csv,1511,e3027af2edecc5684c67f25420aa7ea966583e1fbaa9e8d2aab738c0d2e5df2c,Climate attribution and population,"Chapters 4, 6-7; S7",Final values as analysed; provenance limitation,Original provider metadata could not be independently verified; numerical values unchanged.
06_Climate_Attribution/04_Climate_Modes/04_Climate_Modes_Annual_Combined_1900_2022.csv,4148,83e8f3d339cd634ad82b651a64f9f638aa7980ca644847a3872b2d651a92baad,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/04_Climate_Modes/README.md,1284,adc6bd7dfe68dc4758497e9b71029d120f29f4960696c51aa8d2957bd7d1044d,Climate attribution and population,"Chapters 4, 6-7; S7",Repository documentation,
06_Climate_Attribution/05_Population/01_Blue_Mountains_LGA_Population_1900_2022.csv,234,8aa8fd1a48aa77c87ccdb4b36217c006d269abd7fad3aff56176e57e83cc2564,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/05_Population/README.md,136,a9d549bef4a8ec3a9a500c25a1bd310b3af7196accba92ec34b6fef711dfa3e1,Climate attribution and population,"Chapters 4, 6-7; S7",Repository documentation,
06_Climate_Attribution/06_Integrated_Datasets/01_Integrated_Hydroclimate_Population_CHAR_Raman_1900_2022.csv,8499,d73dd0500200d7329864eb27225c72c7993836008a3fbd1319639f493b8d7b0a,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/06_Integrated_Datasets/02_Master_Climate_Modes_Hydroclimate_CHAR_Raman_1900_2022.csv,19017,4cfdb2ac8bab07b3f701fa3996610ed70dfeb7dd26f60ab21e410f0b29d89795,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/06_Integrated_Datasets/README.md,210,ee48be072388901253f4278af72bf67768fc879d1e0636965db3eff978946626,Climate attribution and population,"Chapters 4, 6-7; S7",Repository documentation,
06_Climate_Attribution/07_Figures/all_attribution_figures_raw_units.pdf,796575,808e3a7b73a3462e99c829e948c726bc243619f69d37cffcd0b331a80e9b356b,Climate attribution and population,"Chapters 4, 6-7; S7",Compiled supporting output,Source plotting scripts were not present in the supplied archive.
06_Climate_Attribution/09_Metadata/01_Data_Dictionary.csv,1343,d75a98cda1f59e8c5a9e30498571ad077d81c6786704c6ada507fda9329d163e,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/09_Metadata/02_Processing_Notes.md,706,36c607886e01184224c3a2a2fdc4039e0e6f583bc9ddb7c4ee3c0ae749736544,Climate attribution and population,"Chapters 4, 6-7; S7",Final release file,
06_Climate_Attribution/README.md,1685,9edbb5e0ba83bb74a44f8a016279ba432a16eb5b8b1a392c4e0f203d80b61ac6,Climate attribution and population,"Chapters 4, 6-7; S7",Repository documentation,
CHANGELOG.md,835,e20c5319ae505f5237f4e7cbb2b8f9c5b1eb7b97a1bbb85b94bf5ce09b64336c,Repository documentation,Repository-wide,Repository documentation,
CITATION.cff,1051,acea5cd6599cc6f208e8f6b174146d6b713008535e43d9f3105bd3dc066c5e87,Repository documentation,Repository-wide,Repository documentation,
KNOWN_LIMITATIONS.md,2203,547d287e6deeba7b5ea94d4812e97cf7d29d3013d6602525667d7506cb030603,Repository documentation,Repository-wide,Repository documentation,
LICENSE,726,2dd5a537755718cbcdaa2c962cb2e0c6682b236fe66ae512e96a249105d415bf,Repository documentation,Repository-wide,Repository documentation,
README.md,4979,38f3440fa813592a3a3952ccbb14d21d4234ef93ab8f3f69eb0d0f436da862df,Repository documentation,Repository-wide,Repository documentation,
THESIS_REPOSITORY_CROSSWALK.md,1731,b3178422bad7a8ac39333a31880cb84b6eb856cf3fb506e728356c318158688f,Repository documentation,Repository-wide,Repository documentation,
ZENODO_METADATA.md,1597,4b765bf96eb469bc1c09a812528a04062176a19caf390f1c95d5d5dd88ce6b82,Repository documentation,Repository-wide,Repository documentation,
